payer_id,payer_name,payer_country,payer_service,payer_currency,transaction_type,min_amount,max_amount,precision,increment,required_sender,required_beneficiary,credit_party_identifiers_accepted,credit_party_information,credit_party_verification,credit_party_information_credit_party_identifiers_accepted,credit_party_verification_credit_party_identifiers_accepted,credit_party_verification_required_receiving_entity_fields,required_documents
4715,ADS Canadian Bank,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4715,ADS Canadian Bank,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4716,Amex Bank of Canada,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4716,Amex Bank of Canada,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4716,Amex Bank of Canada,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4716,Amex Bank of Canada,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4717,ATB Financial,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4717,ATB Financial,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4717,ATB Financial,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4717,ATB Financial,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4718,Atlantic Central (Institution Code 839),Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4718,Atlantic Central (Institution Code 839),Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4718,Atlantic Central (Institution Code 839),Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4718,Atlantic Central (Institution Code 839),Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4719,Atlantic Central (Institution Code 849),Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4719,Atlantic Central (Institution Code 849),Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4719,Atlantic Central (Institution Code 849),Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4719,Atlantic Central (Institution Code 849),Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4720,B2B Bank,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4720,B2B Bank,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4720,B2B Bank,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4720,B2B Bank,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4721,"Bank of America, National Association",Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4721,"Bank of America, National Association",Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4721,"Bank of America, National Association",Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4721,"Bank of America, National Association",Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4722,Bank of Canada,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4722,Bank of Canada,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4722,Bank of Canada,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4722,Bank of Canada,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4723,Bank of China (Canada),Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4723,Bank of China (Canada),Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4723,Bank of China (Canada),Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4723,Bank of China (Canada),Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4724,"Bank of China, Toronto Branch",Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4724,"Bank of China, Toronto Branch",Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4724,"Bank of China, Toronto Branch",Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4724,"Bank of China, Toronto Branch",Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4725,Bank of Montreal,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4725,Bank of Montreal,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4725,Bank of Montreal,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4725,Bank of Montreal,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4726,"Barclays Bank PLC, Canada Branch",Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4726,"Barclays Bank PLC, Canada Branch",Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4726,"Barclays Bank PLC, Canada Branch",Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4726,"Barclays Bank PLC, Canada Branch",Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4727,BNP Paribas,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4727,BNP Paribas,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4727,BNP Paribas,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4727,BNP Paribas,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4728,Bridgewater Bank,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4728,Bridgewater Bank,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4728,Bridgewater Bank,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4728,Bridgewater Bank,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4729,Caisse Desjardins Ontario Credit Union Inc.,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4729,Caisse Desjardins Ontario Credit Union Inc.,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4729,Caisse Desjardins Ontario Credit Union Inc.,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4729,Caisse Desjardins Ontario Credit Union Inc.,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4730,Caisse populaire acadienne ltée,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4730,Caisse populaire acadienne ltée,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4730,Caisse populaire acadienne ltée,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4730,Caisse populaire acadienne ltée,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4731,Caisse populaire Alliance Limitée,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4731,Caisse populaire Alliance Limitée,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4731,Caisse populaire Alliance Limitée,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4731,Caisse populaire Alliance Limitée,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4732,Caisse Populaire Group Financier Ltée,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4732,Caisse Populaire Group Financier Ltée,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4732,Caisse Populaire Group Financier Ltée,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4732,Caisse Populaire Group Financier Ltée,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4733,Canadian Imperial Bank of Commerce (Institution Code 010),Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4733,Canadian Imperial Bank of Commerce (Institution Code 010),Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4733,Canadian Imperial Bank of Commerce (Institution Code 010),Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4733,Canadian Imperial Bank of Commerce (Institution Code 010),Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4734,Canadian Imperial Bank of Commerce (Institution Code 326),Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4734,Canadian Imperial Bank of Commerce (Institution Code 326),Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4734,Canadian Imperial Bank of Commerce (Institution Code 326),Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4734,Canadian Imperial Bank of Commerce (Institution Code 326),Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4735,Canadian Tire Bank,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4735,Canadian Tire Bank,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4735,Canadian Tire Bank,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4735,Canadian Tire Bank,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4736,Canadian Western Bank,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4736,Canadian Western Bank,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4736,Canadian Western Bank,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4736,Canadian Western Bank,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4737,Capital One Bank (Canada Branch),Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4737,Capital One Bank (Canada Branch),Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4737,Capital One Bank (Canada Branch),Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4737,Capital One Bank (Canada Branch),Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4738,Central 1 Credit Union (Institution Code 809),Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4738,Central 1 Credit Union (Institution Code 809),Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4738,Central 1 Credit Union (Institution Code 809),Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4738,Central 1 Credit Union (Institution Code 809),Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4739,Central 1 Credit Union (Institution Code 828),Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4739,Central 1 Credit Union (Institution Code 828),Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4739,Central 1 Credit Union (Institution Code 828),Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4739,Central 1 Credit Union (Institution Code 828),Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4740,Central 1 Credit Union (Institution Code 869),Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4740,Central 1 Credit Union (Institution Code 869),Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4740,Central 1 Credit Union (Institution Code 869),Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4740,Central 1 Credit Union (Institution Code 869),Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4741,China Construction Bank Toronto Branch,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4741,China Construction Bank Toronto Branch,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4741,China Construction Bank Toronto Branch,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4741,China Construction Bank Toronto Branch,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4742,CIBC Trust Corporation,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4742,CIBC Trust Corporation,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4742,CIBC Trust Corporation,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4742,CIBC Trust Corporation,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4743,Cidel Bank Canada,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4743,Cidel Bank Canada,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4743,Cidel Bank Canada,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4743,Cidel Bank Canada,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4744,Citco Bank Canada,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4744,Citco Bank Canada,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4744,Citco Bank Canada,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4744,Citco Bank Canada,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4745,Citibank Canada,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4745,Citibank Canada,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4745,Citibank Canada,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4745,Citibank Canada,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4746,"Citibank, N.A",Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4746,"Citibank, N.A",Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4746,"Citibank, N.A",Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4746,"Citibank, N.A",Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4747,Coast Capital Savings Federal Credit Union,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4747,Coast Capital Savings Federal Credit Union,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4747,Coast Capital Savings Federal Credit Union,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4747,Coast Capital Savings Federal Credit Union,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4748,Comerica Bank,Canada,BankAccount,CAD,B2B,0,100000,2,0.01,"[[""registered_name""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4748,Comerica Bank,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4748,Comerica Bank,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4748,Comerica Bank,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4749,Community Trust Company,Canada,BankAccount,CAD,C2B,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""registered_name""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4749,Community Trust Company,Canada,BankAccount,CAD,B2C,0,100000,2,0.01,"[[""registered_name""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
4749,Community Trust Company,Canada,BankAccount,CAD,C2C,0,100000,2,0.01,"[[""lastname"", ""firstname""]]","[[""lastname"", ""firstname""]]","[[""routing_code"", ""account_number""]]",1,1,,,,
